19075,17261.0
19076,11433.0
19077,13979.0
19078,22769.0
19079,9299.0
19080,35059.0
19081,20800.0
19082,39123.0
19083,9308.0
19084,10150.0
19085,5237.0
19086,17541.0
19087,24333.0
19088,10505.0
19089,52582.0
19090,11505.0
19091,37711.0
19092,13581.0
19093,11452.0
19094,14123.0
19095,9337.0
19096,15008.0
19097,57440.0
19098,16279.0
19099,13344.0
19100,33162.0
19101,13636.0
19102,9374.0
19103,13259.0
19104,7769.0
19105,14405.0
19106,15069.0
19107,15640.0
19108,10264.0
19109,35072.0
19110,16070.0
19111,12624.0
19112,8426.0
19113,10402.0
19114,19007.0
19115,7122.0
19116,15535.0
19117,30363.0
19118,7553.0
19119,13438.0
19120,25961.0
19121,12318.0
19122,4114.0
19123,52314.0
19124,56368.0
19125,16370.0
19126,46697.0
19127,37430.0
19128,25560.0
19129,25225.0
19130,14566.0
19131,17658.0
19132,46962.0
19133,14377.0
19134,7591.0
19135,8694.0
19136,8192.0
19137,6450.0
19138,8150.0
19139,20026.0
19140,14167.0
19141,14109.0
19142,14426.0
19143,19014.0
19144,11012.0
19145,14103.0
19146,20330.0
19147,16508.0
19148,8286.0
19149,49218.0
19150,8060.0
19151,8216.0
19152,11171.0
19153,34752.0
19154,14062.0
19155,28986.0
19156,9348.0
19157,9211.0
19158,24711.0
19159,10266.0
19160,12799.0
19161,14163.0
19162,6125.0
19163,20729.0
19164,7839.0
19165,11530.0
19166,15266.0
19167,15481.0
19168,30517.0
19169,18009.0
19170,14481.0
19171,16733.0
19172,13733.0
19173,12175.0
19174,33596.0
19175,40359.0
19176,25395.0
19177,18461.0
19178,12912.0
19179,14496.0
19180,32913.0
19181,17256.0
19182,13462.0
19183,15759.0
19184,15428.0
19185,12500.0
19186,12132.0
19187,19306.0
19188,10950.0
19189,17171.0
19190,10149.0
19191,10651.0
19192,9479.0
19193,6554.0
19194,18404.0
19195,10635.0
19196,35786.0
19197,24749.0
19198,13375.0
19199,24736.0
19200,24833.0
19201,10255.0
19202,18773.0
19203,44976.0
19204,16547.0
19205,11025.0
19206,18320.0
19207,12043.0
19208,19094.0
19209,9355.0
19210,12126.0
19211,28581.0
19212,24392.0
19213,10507.0
19214,14602.0
19215,21512.0
19216,9206.0
19217,18749.0
19218,38634.0
19219,19288.0
19220,14852.0
19221,20213.0
19222,43746.0
19223,12767.0
19224,33984.0
19225,17218.0
19226,15222.0
19227,15367.0
19228,10596.0
19229,10603.0
19230,30672.0
19231,18350.0
19232,43025.0
19233,9892.0
19234,12305.0
19235,32855.0
19236,14016.0
19237,17001.0
19238,17534.0
19239,9981.0
19240,10021.0
19241,13316.0
19242,6818.0
19243,22407.0
19244,10310.0
19245,13798.0
19246,12393.0
19247,22173.0
19248,20837.0
19249,12775.0
19250,15180.0
19251,13027.0
19252,8041.0
19253,12181.0
19254,7596.0
19255,12052.0
19256,21725.0
19257,13675.0
19258,40071.0
19259,28480.0
19260,13473.0
19261,18575.0
19262,13278.0
19263,8775.0
19264,13647.0
19265,31941.0
19266,12697.0
19267,15011.0
19268,10254.0
19269,18623.0
19270,11904.0
19271,15688.0
19272,8551.0
19273,10502.0
19274,18456.0
19275,47056.0
19276,17751.0
19277,15978.0
19278,18008.0
19279,25272.0
19280,5351.0
19281,17597.0
19282,6793.0
19283,6151.0
19284,13707.0
19285,6386.0
19286,8019.0
19287,24947.0
19288,28515.0
19289,20047.0
19290,13515.0
19291,9231.0
19292,28039.0
19293,11051.0
19294,15781.0
19295,13389.0
19296,7099.0
19297,12823.0
19298,8693.0
19299,12635.0
19300,15818.0
19301,9100.0
19302,21524.0
19303,14253.0
19304,23204.0
19305,12706.0
19306,13573.0
19307,9200.0
19308,9513.0
19309,10623.0
19310,12632.0
19311,30891.0
19312,19584.0
19313,11107.0
19314,16779.0
19315,11283.0
19316,11437.0
19317,21757.0
19318,7936.0
19319,12318.0
19320,25894.0
19321,11119.0
19322,5432.0
19323,22405.0
19324,24637.0
19325,16446.0
19326,20512.0
