19075,43383.17268699569
19076,18466.637672983237
19077,22776.77517341631
19078,17087.275012524882
19079,16743.82405454473
19080,16073.852986903401
19081,26982.84713527227
19082,13275.4189899957
19083,23179.415450774555
19084,44284.51074819447
19085,12217.029110656531
19086,13235.25279167937
19087,24197.382246135578
19088,10204.481372826724
19089,14757.228169907912
19090,10928.78768655623
19091,11115.123195954146
19092,18743.21287151923
19093,20607.749955166153
19094,17872.07130785329
19095,18206.177024897275
19096,20360.64421083723
19097,12032.894218541349
19098,10790.631730218358
19099,13109.204065661164
19100,13451.06027475904
19101,16857.05843747271
19102,19876.315707669557
19103,25250.595729938195
19104,11567.798496264219
19105,17096.7588146546
19106,9671.229848985942
19107,12923.623039690881
19108,17180.288703335642
19109,23578.731379022673
19110,31018.994155313798
19111,12857.452202855016
19112,23709.539439653065
19113,9494.015522859521
19114,20820.443248090018
19115,17429.935103539123
19116,20347.65186565718
19117,16565.29609057625
19118,11329.745206783877
19119,10855.087114803064
19120,23806.83526983323
19121,25097.001132954352
19122,19578.743491073197
19123,15191.330827037369
19124,9407.371970772112
19125,9567.789267581558
19126,5027.686992395021
19127,10451.321172231672
19128,24106.297057572294
19129,17152.897449475444
19130,10170.74063406529
19131,11481.419989984477
19132,33368.803362256265
19133,39748.79290117241
19134,12252.319285868447
19135,13414.744956904213
19136,16965.62026115856
19137,15785.023643215747
19138,19721.843884047597
19139,21477.891619386988
19140,35381.141399652064
19141,13341.516093174712
19142,11927.30414129184
19143,19455.772596881674
19144,10358.482654461433
19145,20032.448847384054
19146,13229.019997871294
19147,11962.552714512773
19148,15077.383497012417
19149,13791.573383391844
19150,22361.76475578977
19151,11637.50160423212
19152,19154.461185246924
19153,14841.435877895598
19154,27020.597131031107
19155,23725.510139724356
19156,43676.57334839513
19157,26452.57077368778
19158,21033.51004850875
19159,15713.823382181685
19160,14111.718569810486
19161,13283.521908078392
19162,16089.052463751608
19163,12408.648691598648
19164,15120.734618122326
19165,15701.276019861829
19166,21257.511426001263
19167,11103.018366946484
19168,26050.641106871342
19169,24982.888238556723
19170,13388.249872456605
19171,17191.292605191808
19172,10345.369341763415
19173,16265.293411288556
19174,18516.400425767046
19175,39016.20257361722
19176,20356.731392967387
19177,12280.637515973183
19178,16779.008608722557
19179,13759.173473545236
19180,12893.244944899929
19181,17725.02322650865
19182,13797.943655411984
19183,16962.106177407095
19184,14480.884497430268
19185,10832.252213236716
19186,13216.89999409135
19187,23796.01563064447
19188,25995.65951654358
19189,15224.233910991621
19190,23507.4840295307
19191,19465.930605439633
19192,18655.13187720661
19193,13984.599169723078
19194,18392.063762424452
19195,14380.423184632271
19196,14062.48629838993
19197,15320.627937138295
19198,10363.938723719531
19199,44427.85770832054
19200,12528.913862501504
19201,25010.072216094097
19202,23273.941737717316
19203,11856.501698594428
