ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
38024945,中古マンション等,,38201,愛媛県,松山市,味酒町,古町,2,３ＬＤＫ,65,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2011年第2四半期,改装済,,7.176091259055681
38005789,中古マンション等,,38201,愛媛県,松山市,南町,南町,3,３ＬＤＫ,65,,,,平成28年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2017年第1四半期,,,7.447158031342219
38021933,中古マンション等,,38201,愛媛県,松山市,藤原,松山市,14,３ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第3四半期,,,7.361727836017593
38038839,中古マンション等,,38201,愛媛県,松山市,土居田町,土居田,3,３ＬＤＫ,75,,,,平成21年,ＲＣ,住宅,,,,,,,,2013年第1四半期,未改装,,7.2552725051033065
38001104,中古マンション等,,38201,愛媛県,松山市,萱町,萱町６丁目,0,３ＬＤＫ,70,,,,平成9年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2018年第3四半期,未改装,,7.204119982655925
38032326,中古マンション等,,38201,愛媛県,松山市,辰巳町,三津,6,４ＬＤＫ,80,,,,平成2年,ＳＲＣ,住宅,,,,,工業地域,60.0,200.0,2012年第1四半期,未改装,,7.041392685158225
38042625,中古マンション等,,38201,愛媛県,松山市,祝谷,上一万,23,２ＤＫ,100,,,,平成4年,ＳＲＣ,住宅,,,,,市街化調整区域,70.0,200.0,2009年第4四半期,未改装,,7.176091259055681
38022316,中古マンション等,,38205,愛媛県,新居浜市,宇高町,新居浜,30分?60分,２ＬＤＫ,50,,,,昭和48年,ＲＣ,住宅,,,,,市街化区域及び市街化調整区域外の都市計画区域,60.0,200.0,2014年第1四半期,未改装,,6.176091259055681
38025341,中古マンション等,,38201,愛媛県,松山市,宮西,古町,2,１Ｋ,15,,,,平成2年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2011年第1四半期,未改装,,6.414973347970818
38021402,中古マンション等,,38201,愛媛県,松山市,中央,本町６丁目,11,３ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2010年第4四半期,未改装,,7.447158031342219
