ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
17046460,中古マンション等,,17201,石川県,金沢市,黒田,金沢,30分?60分,４ＬＤＫ,85,,,,平成10年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第2四半期,改装済,,7.230448921378274
17001520,中古マンション等,,17201,石川県,金沢市,春日町,金沢,30分?60分,２ＬＤＫ,70,,,,平成3年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第2四半期,改装済,,6.991226075692495
17040914,中古マンション等,,17201,石川県,金沢市,尾張町,金沢,16,３ＬＤＫ,70,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2009年第2四半期,,,7.2552725051033065
17037608,中古マンション等,,17201,石川県,金沢市,西念,金沢,11,３ＬＤＫ,85,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2013年第1四半期,未改装,,7.462397997898956
17042916,中古マンション等,,17201,石川県,金沢市,本町,金沢,5,１ＬＤＫ,50,,,,平成21年,ＲＣ、鉄骨造,住宅,,,,,商業地域,80.0,400.0,2009年第2四半期,,,7.361727836017593
17022148,中古マンション等,,17201,石川県,金沢市,東山,金沢,26,オープンフロア,185,,,,平成6年,ＳＲＣ,店舗,,,,,商業地域,80.0,400.0,2010年第1四半期,未改装,,7.146128035678238
17006077,中古マンション等,,17201,石川県,金沢市,増泉,金沢,29,１ＬＤＫ,35,,,,平成2年,ＳＲＣ,,住宅,,,,準工業地域,60.0,200.0,2018年第3四半期,,,6.845098040014257
17025597,中古マンション等,,17201,石川県,金沢市,大手町,金沢,24,４ＬＤＫ,125,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,200.0,2016年第2四半期,未改装,,7.113943352306837
17045972,中古マンション等,,17201,石川県,金沢市,泉が丘,金沢,30分?60分,３ＬＤＫ,80,,,,平成19年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2007年第4四半期,未改装,,7.447158031342219
17000599,中古マンション等,,17201,石川県,金沢市,泉本町,金沢,25,１Ｋ,20,,,,平成3年,ＲＣ,,住宅,,,,準工業地域,60.0,200.0,2018年第1四半期,未改装,,6.113943352306837
17021936,中古マンション等,,17201,石川県,金沢市,もりの里,金沢,1H?1H30,３ＬＤＫ,65,,,,平成12年,ＲＣ,住宅,,,,,準住居地域,60.0,200.0,2014年第1四半期,未改装,,7.079181246047625
17020672,中古マンション等,,17201,石川県,金沢市,玉川町,金沢,12,３ＬＤＫ,70,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2014年第4四半期,未改装,,6.991226075692495
17001959,中古マンション等,,17201,石川県,金沢市,菊川,金沢,30分?60分,１Ｋ,15,,,,平成3年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2017年第1四半期,改装済,,6.146128035678238
17037714,中古マンション等,,17201,石川県,金沢市,三社町,金沢,18,３ＬＤＫ,55,,,,昭和64年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第3四半期,未改装,,6.892094602690481
17005528,中古マンション等,,17201,石川県,金沢市,広岡,金沢,1,４ＬＤＫ,160,,,,令和2年,ＲＣ,,住宅,,,,商業地域,80.0,600.0,2021年第3四半期,改装済,,8.301029995663981
17021160,中古マンション等,,17201,石川県,金沢市,泉が丘,金沢,30分?60分,３ＬＤＫ,75,,,,平成18年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2011年第2四半期,未改装,,7.176091259055681
17001411,中古マンション等,,17201,石川県,金沢市,笠市町,金沢,9,１ＤＫ,35,,,,昭和60年,鉄骨造,住宅,住宅,,,,近隣商業地域,80.0,300.0,2019年第4四半期,改装済,,6.544068044350276
17002096,中古マンション等,,17201,石川県,金沢市,北安江,金沢,9,２ＬＤＫ,55,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第2四半期,未改装,,7.041392685158225
17033761,中古マンション等,,17201,石川県,金沢市,高柳町,東金沢,10,３ＬＤＫ,90,,,,平成9年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第1四半期,未改装,,7.041392685158225
17021631,中古マンション等,,17201,石川県,金沢市,尾張町,金沢,18,２Ｋ,30,,,,昭和60年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第1四半期,改装済,,6.544068044350276
17001388,中古マンション等,,17201,石川県,金沢市,尾張町,金沢,18,１Ｋ,20,,,,平成4年,ＳＲＣ,,住宅,,,,商業地域,80.0,500.0,2018年第1四半期,未改装,,6.3979400086720375
17031620,中古マンション等,,17201,石川県,金沢市,押野,金沢,1H?1H30,４ＬＤＫ,80,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第2四半期,未改装,調停・競売等,6.8512583487190755
17003277,中古マンション等,,17201,石川県,金沢市,新保本,金沢,1H?1H30,３ＬＤＫ,70,,,,平成13年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2021年第2四半期,未改装,,7.146128035678238
17009492,中古マンション等,,17203,石川県,小松市,土居原町,小松,4,２ＬＤＫ,95,,,,平成21年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2022年第1四半期,未改装,,7.491361693834273
17021565,中古マンション等,,17201,石川県,金沢市,本町,金沢,5,３ＬＤＫ,75,,,,戦前,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2014年第2四半期,未改装,,7.361727836017593
17004371,中古マンション等,,17201,石川県,金沢市,富樫,金沢,1H?1H30,２ＬＤＫ,65,,,,昭和64年,ＳＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2020年第3四半期,改装済,,7.146128035678238
17002071,中古マンション等,,17201,石川県,金沢市,北安江,金沢,18,３ＬＤＫ,85,,,,平成21年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2021年第3四半期,未改装,,7.447158031342219
17000279,中古マンション等,,17201,石川県,金沢市,粟崎町,金沢,1H?1H30,オープンフロア,40,,,,平成3年,ＲＣ,事務所,事務所,,,,第２種中高層住居専用地域,60.0,200.0,2017年第4四半期,未改装,,6.653212513775344
17019800,中古マンション等,,17201,石川県,金沢市,尾張町,金沢,19,１Ｋ,15,,,,昭和60年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第3四半期,未改装,,6.2552725051033065
