ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
15043843,中古マンション等,,15103,新潟県,新潟市中央区,上大川前通,新潟,25,２ＬＤＫ,60,,,,平成16年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第4四半期,未改装,,7.278753600952829
15046626,中古マンション等,,15202,新潟県,長岡市,川崎,長岡,26,３ＬＤＫ,70,,,,平成14年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第4四半期,未改装,,7.146128035678238
15098912,中古マンション等,,15202,新潟県,長岡市,学校町,長岡,15,３ＬＤＫ,55,,,,平成5年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2008年第1四半期,改装済,,7.146128035678238
15053913,中古マンション等,,15103,新潟県,新潟市中央区,西堀通,新潟,28,３ＬＤＫ,85,,,,昭和63年,ＳＲＣ,住宅,,,,,,,,2012年第2四半期,未改装,,6.954242509439325
15031379,中古マンション等,,15103,新潟県,新潟市中央区,万代,新潟,8,１Ｒ,20,,,,昭和49年,ＲＣ,住宅,住宅,,,,,,,2014年第4四半期,未改装,,6.414973347970818
15006055,中古マンション等,,15103,新潟県,新潟市中央区,南浜通,新潟,30分?60分,１Ｋ,25,,,,昭和53年,ＳＲＣ,住宅,その他,,,,商業地域,80.0,600.0,2017年第1四半期,未改装,,6.176091259055681
15098878,中古マンション等,,15202,新潟県,長岡市,表町,長岡,9,３ＬＤＫ,65,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2008年第1四半期,未改装,,7.0
15035758,中古マンション等,,15103,新潟県,新潟市中央区,鳥屋野,新潟,30分?60分,３ＬＤＫ,60,,,,平成3年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2011年第3四半期,改装済,,6.8750612633917
15003145,中古マンション等,,15103,新潟県,新潟市中央区,医学町通,白山(新潟),13,１ＤＫ,25,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2021年第4四半期,改装済,,6.3979400086720375
15036032,中古マンション等,,15103,新潟県,新潟市中央区,西堀通,新潟,29,オープンフロア,75,,,,昭和63年,ＳＲＣ,事務所,,,,,,,,2011年第3四半期,未改装,,6.6020599913279625
