ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
3022558,中古マンション等,,3209,岩手県,一関市,新大町,一ノ関,2,３ＬＤＫ,65,,,,平成28年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第1四半期,未改装,,7.414973347970818
3000086,中古マンション等,,3201,岩手県,盛岡市,加賀野,盛岡,30分?60分,２ＬＤＫ,65,,,,平成18年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第3四半期,未改装,,7.204119982655925
3001655,中古マンション等,,3201,岩手県,盛岡市,紺屋町,盛岡,26,１Ｋ,20,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第4四半期,未改装,,6.3979400086720375
3009664,中古マンション等,,3201,岩手県,盛岡市,長田町,盛岡,11,１Ｋ,25,,,,平成5年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第1四半期,改装済,,6.5910646070264995
3001746,中古マンション等,,3201,岩手県,盛岡市,材木町,盛岡,11,１Ｋ,20,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第1四半期,,,6.505149978319906
3009243,中古マンション等,,3201,岩手県,盛岡市,南大通,仙北町,9,１ＤＫ,30,,,,平成3年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2011年第4四半期,未改装,調停・競売等,6.431363764158987
3000293,中古マンション等,,3201,岩手県,盛岡市,青山,青山(岩手),3,２ＤＫ,45,,,,昭和59年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2017年第4四半期,未改装,,6.6020599913279625
3007485,中古マンション等,,3201,岩手県,盛岡市,本宮,盛岡,24,３ＬＤＫ,70,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2021年第1四半期,未改装,,7.380211241711606
3006561,中古マンション等,,3201,岩手県,盛岡市,南大通,仙北町,10,３ＬＤＫ,70,,,,平成15年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2021年第1四半期,改装済,,7.342422680822207
3023863,中古マンション等,,3201,岩手県,盛岡市,本町通,盛岡,26,２ＬＤＫ,50,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,,,2009年第2四半期,未改装,,6.863322860120456
3014989,中古マンション等,,3201,岩手県,盛岡市,本町通,盛岡,,２ＤＫ,45,,,,昭和61年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第2四半期,未改装,,6.857332496431268
3002746,中古マンション等,,3201,岩手県,盛岡市,肴町,仙北町,17,１Ｋ,20,,,,平成3年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第1四半期,,,6.414973347970818
3001105,中古マンション等,,3201,岩手県,盛岡市,加賀野,盛岡,30分?60分,２ＬＤＫ,50,,,,昭和49年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2010年第1四半期,改装済,,6.447158031342219
3008990,中古マンション等,,3201,岩手県,盛岡市,繋,盛岡,2H?,１ＤＫ,45,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第4四半期,未改装,,6.681241237375588
3007749,中古マンション等,,3201,岩手県,盛岡市,若園町,盛岡,30分?60分,３ＬＤＫ,75,,,,昭和64年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2010年第2四半期,改装済,,5.991226075692495
