ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
20008831,中古マンション等,,20203,長野県,上田市,古里,信濃国分寺,30分?60分,２ＬＤＫ,45,,,,平成3年,鉄骨造,,住宅,,,,市街化区域及び市街化調整区域外の都市計画区域,60.0,200.0,2017年第4四半期,未改装,,6.3979400086720375
20034192,中古マンション等,,20202,長野県,松本市,大字島内,島内,13,３ＬＤＫ,70,,,,平成4年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2014年第4四半期,未改装,,6.982271233039568
20038231,中古マンション等,,20201,長野県,長野市,大字鶴賀,権堂,1,３ＬＤＫ,65,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第1四半期,未改装,,7.462397997898956
20065550,中古マンション等,,20201,長野県,長野市,吉田,北長野,8,３ＬＤＫ,60,,,,平成12年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第1四半期,未改装,,7.230448921378274
20065244,中古マンション等,,20201,長野県,長野市,三輪,善光寺下,2,３ＬＤＫ,70,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第4四半期,改装済,,7.2552725051033065
20038229,中古マンション等,,20201,長野県,長野市,大字鶴賀,権堂,0,２ＬＤＫ,80,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第1四半期,,,7.568201724066995
20034679,中古マンション等,,20202,長野県,松本市,野溝木工,南松本,26,３ＬＤＫ,75,,,,,ＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2014年第3四半期,改装済,,7.278753600952829
20007849,中古マンション等,,20202,長野県,松本市,元町,松本,30分?60分,３ＬＤＫ,75,,,,平成3年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第3四半期,未改装,,7.079181246047625
20081325,中古マンション等,,20217,長野県,佐久市,原,中込,14,２ＤＫ,45,,,,平成4年,,住宅,,,,,準工業地域,60.0,200.0,2008年第4四半期,改装済,,6.778151250383644
20031738,中古マンション等,,20201,長野県,長野市,稲里町中央,川中島,25,３ＬＤＫ,80,,,,平成21年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第3四半期,未改装,,7.544068044350276
20037351,中古マンション等,,20202,長野県,松本市,庄内,松本,13,４ＬＤＫ,75,,,,平成11年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第4四半期,未改装,,7.278753600952829
20000530,中古マンション等,,20201,長野県,長野市,稲里町中央,川中島,25,３ＬＤＫ,75,,,,,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2020年第3四半期,未改装,,7.462397997898956
20036159,中古マンション等,,20202,長野県,松本市,本庄,松本,14,３ＬＤＫ,60,,,,平成22年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第2四半期,,,7.3222192947339195
20050426,中古マンション等,,20202,長野県,松本市,渚,松本,8,３ＬＤＫ,50,,,,平成2年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第2四半期,未改装,,6.845098040014257
