ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
33002590,中古マンション等,,33101,岡山県,岡山市北区,西古松,大元,6,３ＬＤＫ,80,,,,平成16年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第1四半期,未改装,,7.414973347970818
33029566,中古マンション等,,33104,岡山県,岡山市南区,当新田,備前西市,20,３ＬＤＫ,60,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第1四半期,未改装,,6.897627091290442
33037137,中古マンション等,,33101,岡山県,岡山市北区,清輝橋,大元,20,３ＬＤＫ,55,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第3四半期,未改装,,6.653212513775344
33055836,中古マンション等,,33101,岡山県,岡山市北区,東古松,大元,5,３ＬＤＫ,75,,,,平成12年,ＲＣ、鉄骨造,住宅,,,,,商業地域,80.0,400.0,2009年第1四半期,改装済,,7.204119982655925
33052842,中古マンション等,,33202,岡山県,倉敷市,昭和,倉敷,9,３ＬＤＫ,75,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第3四半期,未改装,,7.146128035678238
33060355,中古マンション等,,33101,岡山県,岡山市北区,大元,大元,10,４ＬＤＫ,80,,,,平成7年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2008年第1四半期,,,7.2552725051033065
33060764,中古マンション等,,33101,岡山県,岡山市北区,問屋町,北長瀬,19,４ＬＤＫ,100,,,,平成13年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第4四半期,未改装,,7.361727836017593
33013787,中古マンション等,,33202,岡山県,倉敷市,南町,倉敷,16,３ＬＤＫ,80,,,,平成10年,ＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2017年第3四半期,未改装,,7.230448921378274
33049219,中古マンション等,,33102,岡山県,岡山市中区,浜,岡山,30分?60分,,75,,,,昭和51年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第4四半期,未改装,,5.6020599913279625
33040695,中古マンション等,,33102,岡山県,岡山市中区,関,高島(岡山),18,２ＬＤＫ,65,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第1四半期,未改装,,7.041392685158225
33031722,中古マンション等,,33101,岡山県,岡山市北区,春日町,岡山,21,１Ｋ,20,,,,昭和63年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第1四半期,未改装,,6.431363764158987
33055749,中古マンション等,,33101,岡山県,岡山市北区,野田屋町,岡山,8,３ＬＤＫ,90,,,,平成16年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2009年第1四半期,未改装,,7.643452676486188
33063047,中古マンション等,,33202,岡山県,倉敷市,笹沖,倉敷,30分?60分,３ＬＤＫ,70,,,,平成17年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2007年第4四半期,未改装,,7.2552725051033065
33027142,中古マンション等,,33104,岡山県,岡山市南区,豊成,岡山,30分?60分,３ＬＤＫ,75,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第3四半期,未改装,,6.982271233039568
33031678,中古マンション等,,33101,岡山県,岡山市北区,表町,岡山,21,,65,,,,平成9年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第1四半期,未改装,,7.2552725051033065
33036867,中古マンション等,,33101,岡山県,岡山市北区,鹿田町,岡山,20,３ＬＤＫ,65,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第4四半期,未改装,,7.301029995663981
33002608,中古マンション等,,33101,岡山県,岡山市北区,西古松西町,大元,12,３ＬＤＫ,65,,,,平成27年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2022年第1四半期,未改装,,7.414973347970818
33009301,中古マンション等,,33202,岡山県,倉敷市,児島味野,児島,13,４ＬＤＫ,85,,,,平成16年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第4四半期,未改装,,7.3222192947339195
33015292,中古マンション等,,33203,岡山県,津山市,山方,津山,1H?1H30,２ＬＤＫ,70,,,,平成9年,,,住宅,,,,都市計画区域外,,,2018年第2四半期,未改装,,6.929418925714293
33003508,中古マンション等,,33101,岡山県,岡山市北区,南中央町,岡山,20,４ＬＤＫ,70,,,,昭和59年,ＲＣ,事務所,事務所,,,,商業地域,80.0,400.0,2020年第1四半期,改装済,,7.041392685158225
33035349,中古マンション等,,33101,岡山県,岡山市北区,清輝橋,岡山,25,１Ｋ,20,,,,昭和60年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第3四半期,,,6.3979400086720375
33004640,中古マンション等,,33102,岡山県,岡山市中区,中納言町,岡山,30分?60分,２ＤＫ,55,,,,,,住宅,住宅,,,,近隣商業地域,80.0,200.0,2019年第1四半期,未改装,,7.230448921378274
33002866,中古マンション等,,33101,岡山県,岡山市北区,蕃山町,岡山,13,２ＬＤＫ＋Ｓ,65,,,,,,,住宅,,,,商業地域,80.0,600.0,2019年第2四半期,,,7.462397997898956
33052700,中古マンション等,,33202,岡山県,倉敷市,笹沖,倉敷,30分?60分,３ＬＤＫ,75,,,,,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第1四半期,,,7.278753600952829
33047488,中古マンション等,,33101,岡山県,岡山市北区,野田,北長瀬,30分?60分,３ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第4四半期,未改装,,7.230448921378274
33009694,中古マンション等,,33202,岡山県,倉敷市,幸町,倉敷,14,４ＬＤＫ,80,,,,平成14年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第2四半期,未改装,,7.342422680822207
33000998,中古マンション等,,33101,岡山県,岡山市北区,厚生町,岡山,18,３ＬＤＫ,70,,,,昭和55年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2020年第3四半期,,,6.880813592280791
