ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
34039523,中古マンション等,,34104,広島県,広島市西区,草津新町,新井口,8,３ＬＤＫ,70,,,,昭和58年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2011年第2四半期,未改装,,6.929418925714293
34074824,中古マンション等,,34103,広島県,広島市南区,段原,広島,19,３ＬＤＫ,60,,,,平成16年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2009年第3四半期,改装済,,7.3979400086720375
34061220,中古マンション等,,34103,広島県,広島市南区,仁保,広島,30分?60分,３ＬＤＫ,70,,,,平成12年,ＳＲＣ,住宅,,,,,準住居地域,60.0,200.0,2013年第1四半期,未改装,調停・競売等,7.146128035678238
34083360,中古マンション等,,34212,広島県,東広島市,西条町寺家,西条(広島),24,４ＬＤＫ,110,,,,平成18年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第1四半期,未改装,,7.414973347970818
34018631,中古マンション等,,34207,広島県,福山市,春日町,東福山,23,４ＬＤＫ,90,,,,平成14年,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2018年第4四半期,未改装,,7.3222192947339195
34035279,中古マンション等,,34104,広島県,広島市西区,天満町,広島,30分?60分,１Ｋ,15,,,,平成4年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2014年第2四半期,未改装,,6.57978359661681
34050279,中古マンション等,,34105,広島県,広島市安佐南区,東原,西原(広島),9,４ＬＤＫ,75,,,,平成7年,ＲＣ,住宅,その他,,,,第１種住居地域,60.0,200.0,2016年第2四半期,未改装,,7.2552725051033065
34084860,中古マンション等,,34101,広島県,広島市中区,平野町,広島,30分?60分,３ＬＤＫ,65,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2007年第1四半期,改装済,,7.204119982655925
34005052,中古マンション等,,34104,広島県,広島市西区,南観音町,広島,30分?60分,４ＬＤＫ,90,,,,平成15年,ＲＣ,,住宅,,,,第２種住居地域,60.0,300.0,2020年第2四半期,未改装,,7.3979400086720375
34012653,中古マンション等,,34202,広島県,呉市,天応南町,天応,8,２ＬＤＫ,65,,,,平成6年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第4四半期,改装済,,7.079181246047625
34043575,中古マンション等,,34101,広島県,広島市中区,光南,広島,30分?60分,１Ｒ,15,,,,昭和64年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,未改装,,6.342422680822207
34062057,中古マンション等,,34202,広島県,呉市,広本町,広,19,２ＤＫ,50,,,,平成4年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第1四半期,改装済,,6.991226075692495
34007963,中古マンション等,,34106,広島県,広島市安佐北区,可部,河戸帆待川,15,３ＬＤＫ,65,,,,平成7年,,,住宅,,,,近隣商業地域,80.0,200.0,2019年第4四半期,未改装,,7.079181246047625
34046199,中古マンション等,,34103,広島県,広島市南区,西荒神町,広島,8,３ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2016年第1四半期,未改装,,7.431363764158987
34062533,中古マンション等,,34207,広島県,福山市,西町,福山,7,３ＬＤＫ,65,,,,平成8年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第4四半期,未改装,,7.176091259055681
34009732,中古マンション等,,34107,広島県,広島市安芸区,船越南,海田市,18,１ＬＤＫ,70,,,,,,,住宅,,,,準工業地域,60.0,200.0,2018年第3四半期,改装済,,7.041392685158225
34000613,中古マンション等,,34101,広島県,広島市中区,幟町,広島,11,２ＬＤＫ＋Ｓ,70,,,,平成9年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2017年第1四半期,改装済,,7.505149978319906
34086993,中古マンション等,,34104,広島県,広島市西区,横川町,横川(広島),4,１Ｋ,30,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2007年第2四半期,未改装,,6.531478917042255
34093415,中古マンション等,,34207,広島県,福山市,野上町,福山,16,３ＬＤＫ,70,,,,平成9年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2007年第3四半期,未改装,調停・競売等,7.079181246047625
34036044,中古マンション等,,34102,広島県,広島市東区,若草町,広島,3,オープンフロア,110,,,,平成22年,ＲＣ,その他,,,,,商業地域,80.0,400.0,2010年第3四半期,,,7.812913356642856
34013135,中古マンション等,,34202,広島県,呉市,広古新開,新広,8,３ＬＤＫ,65,,,,平成23年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2019年第1四半期,未改装,,7.278753600952829
34092506,中古マンション等,,34207,広島県,福山市,春日町,東福山,11,３ＬＤＫ,75,,,,平成4年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第3四半期,未改装,調停・競売等,6.929418925714293
34038544,中古マンション等,,34103,広島県,広島市南区,宇品海岸,広島,1H?1H30,３ＬＤＫ,60,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第1四半期,未改装,,6.944482672150168
34073031,中古マンション等,,34101,広島県,広島市中区,舟入本町,広島,30分?60分,３ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第1四半期,未改装,,7.204119982655925
34006700,中古マンション等,,34105,広島県,広島市安佐南区,緑井,七軒茶屋,5,４ＬＤＫ,85,,,,令和2年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2020年第3四半期,未改装,,7.57978359661681
34004670,中古マンション等,,34104,広島県,広島市西区,天満町,広島,30分?60分,１Ｋ,15,,,,平成4年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2021年第1四半期,未改装,,6.57978359661681
