ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
47022603,中古マンション等,,47208,沖縄県,浦添市,沢岻,,,２ＬＤＫ,75,,,,昭和62年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,50.0,100.0,2015年第1四半期,改装済,,7.176091259055681
47013772,中古マンション等,,47201,沖縄県,那覇市,字大道,,,１ＬＤＫ,60,,,,昭和63年,ＲＣ,住宅,,,,,,,,2010年第4四半期,改装済,,6.698970004336019
47035531,中古マンション等,,47201,沖縄県,那覇市,首里汀良町,首里,8,３ＬＤＫ,45,,,,昭和59年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,100.0,2007年第4四半期,改装済,,6.778151250383644
47014644,中古マンション等,,47201,沖縄県,那覇市,楚辺,壺川,6,２ＬＤＫ,65,,,,平成19年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2014年第4四半期,未改装,,7.447158031342219
47000262,中古マンション等,,47201,沖縄県,那覇市,宇栄原,,,４ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2020年第1四半期,未改装,,7.431363764158987
47013864,中古マンション等,,47201,沖縄県,那覇市,牧志,牧志,,３ＬＤＫ,90,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第4四半期,,,7.633468455579586
47021508,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,8,３ＬＤＫ,75,,,,平成17年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2015年第2四半期,改装済,,7.531478917042255
47013725,中古マンション等,,47201,沖縄県,那覇市,首里金城町,首里,14,４ＬＤＫ,65,,,,昭和50年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,100.0,2010年第2四半期,,調停・競売等,6.707570176097937
47005749,中古マンション等,,47211,沖縄県,沖縄市,住吉,,,４ＬＤＫ,90,,,,平成3年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2021年第2四半期,未改装,,7.2552725051033065
47000389,中古マンション等,,47201,沖縄県,那覇市,字小禄,奥武山公園,14,２ＬＤＫ,65,,,,平成25年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第4四半期,未改装,,7.505149978319906
47001464,中古マンション等,,47201,沖縄県,那覇市,牧志,牧志,2,２ＬＤＫ,50,,,,,ＲＣ,住宅,その他,,,,商業地域,80.0,400.0,2020年第3四半期,,,7.568201724066995
47001204,中古マンション等,,47201,沖縄県,那覇市,長田,,,,90,,,,,,,住宅,,,,,,,2017年第4四半期,,,7.342422680822207
47003328,中古マンション等,,47208,沖縄県,浦添市,城間,浦添前田,30分?60分,２ＬＤＫ,65,,,,平成25年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2021年第4四半期,未改装,,7.477121254719663
47014714,中古マンション等,,47201,沖縄県,那覇市,泊,美栄橋,7,３ＬＤＫ,105,,,,平成13年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第1四半期,未改装,,7.5910646070264995
47000154,中古マンション等,,47201,沖縄県,那覇市,字天久,美栄橋,25,４ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第2四半期,未改装,,7.462397997898956
47030216,中古マンション等,,47201,沖縄県,那覇市,山下町,奥武山公園,3,３ＬＤＫ,45,,,,,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2013年第4四半期,改装済,,6.698970004336019
47034103,中古マンション等,,47213,沖縄県,うるま市,字塩屋,,,,75,,,,平成11年,ＲＣ,住宅,,,,,市街化区域及び市街化調整区域外の都市計画区域,70.0,200.0,2009年第2四半期,未改装,,7.041392685158225
47013929,中古マンション等,,47201,沖縄県,那覇市,寄宮,安里,12,３ＬＤＫ,65,,,,昭和61年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第2四半期,未改装,,6.963787827345556
47001549,中古マンション等,,47201,沖縄県,那覇市,松尾,牧志,12,４ＬＤＫ,90,,,,昭和64年,ＲＣ,住宅,その他,,,,商業地域,80.0,400.0,2019年第4四半期,未改装,,7.204119982655925
47000537,中古マンション等,,47201,沖縄県,那覇市,久茂地,県庁前(沖縄),3,１ＬＤＫ,45,,,,平成31年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2021年第2四半期,未改装,,7.477121254719663
47021846,中古マンション等,,47201,沖縄県,那覇市,久米,県庁前(沖縄),10,３ＤＫ,55,,,,平成9年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第2四半期,改装済,,7.146128035678238
47036804,中古マンション等,,47211,沖縄県,沖縄市,,,,３ＬＤＫ,65,,,,昭和64年,ＲＣ,住宅,,,,,,70.0,200.0,2007年第2四半期,改装済,関係者間取引,6.724275869600789
47024389,中古マンション等,,47211,沖縄県,沖縄市,泡瀬,,,３ＬＤＫ,55,,,,平成17年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2012年第1四半期,改装済,,7.079181246047625
47000153,中古マンション等,,47201,沖縄県,那覇市,字天久,美栄橋,28,１Ｒ,20,,,,平成3年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2021年第2四半期,改装済,,6.812913356642856
47005735,中古マンション等,,47211,沖縄県,沖縄市,胡屋,,,２ＬＤＫ,60,,,,昭和60年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第3四半期,未改装,,6.707570176097937
47031510,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,6,３ＬＤＫ,95,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第4四半期,,,7.6020599913279625
47006158,中古マンション等,,47211,沖縄県,沖縄市,美里,,,３ＤＫ,55,,,,昭和63年,ＲＣ,,,,,,商業地域,80.0,400.0,2020年第2四半期,未改装,,6.845098040014257
47005974,中古マンション等,,47211,沖縄県,沖縄市,仲宗根町,,,２ＬＤＫ,65,,,,平成24年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2021年第2四半期,未改装,,7.431363764158987
47001148,中古マンション等,,47201,沖縄県,那覇市,泊,,,４ＬＤＫ,80,,,,平成15年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2021年第2四半期,未改装,,7.505149978319906
47001114,中古マンション等,,47201,沖縄県,那覇市,泊,美栄橋,11,３ＬＤＫ,70,,,,平成24年,ＲＣ,,住宅,,,,商業地域,80.0,600.0,2020年第3四半期,未改装,,7.568201724066995
47017865,中古マンション等,,47208,沖縄県,浦添市,牧港,,,３ＬＤＫ,60,,,,平成7年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第3四半期,改装済,,7.113943352306837
47022254,中古マンション等,,47201,沖縄県,那覇市,松尾,,,２ＬＤＫ,85,,,,平成12年,ＳＲＣ,住宅,,,,,,,,2012年第3四半期,,,7.3222192947339195
47035695,中古マンション等,,47201,沖縄県,那覇市,松尾,県庁前(沖縄),9,１ＤＫ,30,,,,昭和60年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第4四半期,未改装,,6.6127838567197355
47023282,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,14,２ＬＤＫ,60,,,,平成15年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第3四半期,未改装,,7.518513939877887
47000284,中古マンション等,,47201,沖縄県,那覇市,字上間,,,３ＬＤＫ,75,,,,平成27年,ＲＣ,住宅,住宅,,,,,,,2017年第2四半期,未改装,,7.505149978319906
47001183,中古マンション等,,47201,沖縄県,那覇市,長田,安里,26,３ＬＤＫ,80,,,,平成5年,ＳＲＣ,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第1四半期,,,7.146128035678238
47000368,中古マンション等,,47201,沖縄県,那覇市,おもろまち,牧志,15,３ＬＤＫ,65,,,,平成15年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2020年第1四半期,未改装,,7.5910646070264995
47003441,中古マンション等,,47208,沖縄県,浦添市,仲西,,,３ＬＤＫ,65,,,,平成11年,ＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2021年第3四半期,未改装,,7.380211241711606
47032041,中古マンション等,,47201,沖縄県,那覇市,前島,美栄橋,7,２ＬＤＫ,50,,,,昭和59年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第2四半期,未改装,,6.763427993562937
47024994,中古マンション等,,47208,沖縄県,浦添市,安波茶,,,３ＬＤＫ,65,,,,平成11年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,100.0,2016年第2四半期,未改装,,7.0
47000288,中古マンション等,,47201,沖縄県,那覇市,奥武山町,旭橋,7,３ＬＤＫ,85,,,,平成18年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第4四半期,改装済,,7.732393759822968
47001242,中古マンション等,,47201,沖縄県,那覇市,西,旭橋,8,３ＬＤＫ,60,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第3四半期,,,7.447158031342219
47001667,中古マンション等,,47201,沖縄県,那覇市,港町,,,,70,,,,,,,事務所,,,,,,,2017年第4四半期,,,6.954242509439325
47030563,中古マンション等,,47208,沖縄県,浦添市,勢理客,,,２ＬＤＫ,60,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第1四半期,改装済,,7.176091259055681
47000304,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,7,２ＬＤＫ,95,,,,平成27年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,400.0,2021年第3四半期,未改装,,7.929418925714293
47035727,中古マンション等,,47201,沖縄県,那覇市,松島,市立病院前(沖縄),7,２ＬＤＫ,60,,,,平成12年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2007年第3四半期,未改装,,7.041392685158225
47019348,中古マンション等,,47211,沖縄県,沖縄市,美里,,,,50,,,,昭和63年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第1四半期,,,6.681241237375588
47006336,中古マンション等,,47211,沖縄県,沖縄市,山里,,,４ＬＤＫ,80,,,,平成30年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第4四半期,未改装,,7.5910646070264995
47001646,中古マンション等,,47201,沖縄県,那覇市,松山,県庁前(沖縄),10,３ＬＤＫ,75,,,,平成30年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2019年第3四半期,改装済,,7.724275869600789
47000708,中古マンション等,,47201,沖縄県,那覇市,首里石嶺町,経塚,6,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2020年第4四半期,改装済,,7.3979400086720375
47016632,中古マンション等,,47201,沖縄県,那覇市,松山,美栄橋,4,３ＬＤＫ,70,,,,平成11年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第2四半期,未改装,,7.230448921378274
47000017,中古マンション等,,47201,沖縄県,那覇市,曙,,,３ＬＤＫ,65,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2021年第2四半期,改装済,,7.230448921378274
47003611,中古マンション等,,47208,沖縄県,浦添市,牧港,,,３ＬＤＫ,65,,,,平成7年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2019年第2四半期,改装済,,6.973127853599698
47007488,中古マンション等,,47213,沖縄県,うるま市,字具志川,,,３ＬＤＫ,65,,,,昭和64年,ＲＣ,住宅,住宅,,,,市街化区域及び市街化調整区域外の都市計画区域,60.0,200.0,2018年第1四半期,未改装,,7.176091259055681
47000079,中古マンション等,,47201,沖縄県,那覇市,安里,安里,2,３ＬＤＫ,60,,,,昭和58年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第2四半期,未改装,,7.146128035678238
47001616,中古マンション等,,47201,沖縄県,那覇市,松川,安里,17,３ＬＤＫ,75,,,,昭和63年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第2四半期,未改装,,7.278753600952829
47031538,中古マンション等,,47201,沖縄県,那覇市,字天久,美栄橋,29,３ＬＤＫ,60,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第3四半期,未改装,,6.903089986991944
47023751,中古マンション等,,47201,沖縄県,那覇市,壺川,壺川,6,２ＬＤＫ,65,,,,平成6年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第1四半期,未改装,,7.204119982655925
47035618,中古マンション等,,47201,沖縄県,那覇市,西,旭橋,8,３ＬＤＫ,65,,,,平成3年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第2四半期,未改装,,7.0
47000203,中古マンション等,,47201,沖縄県,那覇市,上之屋,おもろまち,18,１ＬＤＫ,70,,,,平成17年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第4四半期,未改装,,7.477121254719663
47023806,中古マンション等,,47211,沖縄県,沖縄市,胡屋,,,オープンフロア,55,,,,昭和63年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第3四半期,,,6.748188027006201
