ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
22022995,中古マンション等,,22203,静岡県,沼津市,高沢町,沼津,6,２ＬＤＫ,70,,,,昭和56年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第4四半期,改装済,,6.954242509439325
22132912,中古マンション等,,22101,静岡県,静岡市葵区,馬場町,静岡,25,２ＬＤＫ,65,,,,平成15年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第4四半期,未改装,,7.342422680822207
22035756,中古マンション等,,22101,静岡県,静岡市葵区,唐瀬,静岡,30分?60分,３ＬＤＫ,70,,,,平成12年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第1四半期,,,7.230448921378274
22086521,中古マンション等,,22210,静岡県,富士市,広見西本町,富士,1H?1H30,４ＬＤＫ,85,,,,平成12年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,,,2010年第4四半期,未改装,,7.342422680822207
22002013,中古マンション等,,22101,静岡県,静岡市葵区,鷹匠,静岡,19,１Ｋ,20,,,,平成2年,,,住宅,,,,商業地域,80.0,400.0,2019年第2四半期,未改装,,6.556302500767288
22134634,中古マンション等,,22102,静岡県,静岡市駿河区,八幡,静岡,,３ＬＤＫ,70,,,,平成9年,,住宅,,,,,,,,2007年第1四半期,未改装,,7.3222192947339195
22023905,中古マンション等,,22203,静岡県,沼津市,桃里,原(静岡),30分?60分,３ＬＤＫ,60,,,,平成6年,ＲＣ,,住宅,,,,市街化調整区域,60.0,200.0,2017年第3四半期,未改装,,6.698970004336019
22079592,中古マンション等,,22131,静岡県,浜松市中区,中沢町,浜松,30分?60分,１Ｋ,20,,,,昭和60年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第2四半期,未改装,,6.113943352306837
22011125,中古マンション等,,22131,静岡県,浜松市中区,中央,浜松,12,２ＬＤＫ,65,,,,平成19年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第4四半期,未改装,,7.462397997898956
22003453,中古マンション等,,22101,静岡県,静岡市葵区,竜南,静岡,30分?60分,２ＬＤＫ,65,,,,平成5年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第1四半期,未改装,,6.939519252618618
22072710,中古マンション等,,22203,静岡県,沼津市,下香貫,沼津,30分?60分,２ＤＫ,60,,,,昭和63年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第2四半期,改装済,,6.991226075692495
22022850,中古マンション等,,22203,静岡県,沼津市,新宿町,沼津,5,３ＬＤＫ,65,,,,平成11年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2020年第1四半期,未改装,,7.146128035678238
22056618,中古マンション等,,22102,静岡県,静岡市駿河区,池田,東静岡,30分?60分,３ＤＫ,65,,,,,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,150.0,2016年第4四半期,,,6.770852011642144
22009587,中古マンション等,,22131,静岡県,浜松市中区,上島,浜松,30分?60分,３ＬＤＫ,80,,,,平成15年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第1四半期,改装済,,7.477121254719663
22011748,中古マンション等,,22131,静岡県,浜松市中区,西伊場町,浜松,30分?60分,１ＬＤＫ,45,,,,昭和49年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2021年第1四半期,未改装,,6.361727836017593
22134940,中古マンション等,,22103,静岡県,静岡市清水区,小芝町,清水(静岡),8,４ＬＤＫ,80,,,,平成14年,,住宅,,,,,,,,2006年第4四半期,未改装,,7.380211241711606
22005358,中古マンション等,,22102,静岡県,静岡市駿河区,聖一色,東静岡,18,３ＬＤＫ,85,,,,平成13年,ＲＣ,,,,,,第２種中高層住居専用地域,60.0,200.0,2020年第2四半期,未改装,,7.361727836017593
22068477,中古マンション等,,22131,静岡県,浜松市中区,西伊場町,浜松,30分?60分,２ＤＫ,35,,,,昭和49年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2015年第1四半期,未改装,,5.903089986991944
22002973,中古マンション等,,22101,静岡県,静岡市葵区,本通,静岡,20,１ＬＤＫ,50,,,,平成11年,,,住宅,,,,商業地域,80.0,500.0,2020年第3四半期,未改装,,7.113943352306837
22068806,中古マンション等,,22131,静岡県,浜松市中区,上島,浜松,30分?60分,２ＤＫ,60,,,,平成6年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第4四半期,改装済,,6.954242509439325
22076902,中古マンション等,,22135,静岡県,浜松市北区,三ヶ日町都筑,都筑,30分?60分,１ＬＤＫ,50,,,,平成2年,ＳＲＣ,住宅,その他,,,,市街化調整区域,60.0,200.0,2015年第4四半期,未改装,,6.176091259055681
22101354,中古マンション等,,22131,静岡県,浜松市中区,田町,浜松,7,２ＬＤＫ,115,,,,平成18年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2009年第4四半期,改装済,,7.698970004336019
22071451,中古マンション等,,22203,静岡県,沼津市,市場町,沼津,13,３ＬＤＫ,75,,,,平成18年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2010年第1四半期,未改装,,7.361727836017593
22004843,中古マンション等,,22102,静岡県,静岡市駿河区,登呂,静岡,30分?60分,２ＬＤＫ,60,,,,平成2年,ＲＣ,,,,,,準工業地域,60.0,200.0,2020年第4四半期,未改装,,6.954242509439325
22010227,中古マンション等,,22131,静岡県,浜松市中区,佐鳴台,浜松,30分?60分,２ＬＤＫ,60,,,,平成7年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第2四半期,改装済,,7.113943352306837
22099178,中古マンション等,,22131,静岡県,浜松市中区,上島,上島,8,２ＬＤＫ,60,,,,平成6年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第2四半期,改装済,,7.113943352306837
22087686,中古マンション等,,22135,静岡県,浜松市北区,初生町,浜松,1H30?2H,２ＬＤＫ,65,,,,平成14年,ＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2012年第4四半期,未改装,,7.176091259055681
22136200,中古マンション等,,22131,静岡県,浜松市中区,上島,浜松,30分?60分,３ＬＤＫ,75,,,,平成16年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第2四半期,未改装,,7.3222192947339195
22107316,中古マンション等,,22133,静岡県,浜松市西区,舞阪町弁天島,弁天島,6,１ＤＫ,35,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第4四半期,未改装,,6.477121254719663
22064904,中古マンション等,,22103,静岡県,静岡市清水区,千歳町,清水(静岡),18,３ＬＤＫ,60,,,,昭和56年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第4四半期,改装済,,6.681241237375588
22001070,中古マンション等,,22101,静岡県,静岡市葵区,北安東,静岡,30分?60分,３ＬＤＫ,70,,,,平成7年,,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第3四半期,未改装,,7.146128035678238
22102792,中古マンション等,,22131,静岡県,浜松市中区,三組町,浜松,25,３ＬＤＫ,70,,,,,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第3四半期,改装済,,7.278753600952829
22049604,中古マンション等,,22131,静岡県,浜松市中区,龍禅寺町,浜松,12,３ＬＤＫ,55,,,,平成3年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2014年第1四半期,未改装,,6.845098040014257
22070722,中古マンション等,,22132,静岡県,浜松市東区,笠井新田町,浜松,2H?,４ＬＤＫ,65,,,,平成4年,ＳＲＣ,住宅,住宅,,,,市街化調整区域,60.0,200.0,2015年第3四半期,未改装,調停・競売等,6.880813592280791
