ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
26041248,中古マンション等,,26106,京都府,京都市下京区,永松学区,京都河原町,5,１Ｋ,30,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80.0,700.0,2011年第1四半期,未改装,,6.929418925714293
26069389,中古マンション等,,26104,京都府,京都市中京区,壬生朱雀町,大宮(京都),13,１ＤＫ,25,,,,平成20年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第4四半期,未改装,,7.301029995663981
26091086,中古マンション等,,26109,京都府,京都市伏見区,桃山町丹後,桃山南口,4,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第4四半期,改装済,,7.146128035678238
26065872,中古マンション等,,26102,京都府,京都市上京区,嘉楽学区,北野白梅町,16,１Ｋ,20,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2009年第2四半期,未改装,,7.230448921378274
26017464,中古マンション等,,26110,京都府,京都市山科区,西野阿芸沢町,東野(京都),13,２ＬＤＫ,50,,,,昭和48年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2020年第4四半期,改装済,,6.863322860120456
26014730,中古マンション等,,26109,京都府,京都市伏見区,深草下川原町,十条(京都市営),9,３ＬＤＫ,60,,,,昭和57年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2020年第1四半期,未改装,,6.963787827345556
26005128,中古マンション等,,26104,京都府,京都市中京区,西ノ京春日町,円町,6,３ＬＤＫ,65,,,,昭和54年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2021年第3四半期,改装済,,7.414973347970818
26009119,中古マンション等,,26106,京都府,京都市下京区,有隣学区,清水五条,4,２ＬＤＫ,55,,,,平成13年,ＳＲＣ,住宅,その他,,,,商業地域,80.0,700.0,2019年第3四半期,改装済,,7.653212513775344
26027823,中古マンション等,,26209,京都府,長岡京市,開田,長岡京,4,２ＤＫ,70,,,,平成2年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2021年第4四半期,未改装,,7.531478917042255
26008030,中古マンション等,,26106,京都府,京都市下京区,郁文学区,大宮(京都),6,２ＬＤＫ,60,,,,平成26年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第1四半期,未改装,,7.531478917042255
26015820,中古マンション等,,26109,京都府,京都市伏見区,淀木津町,淀,10,３ＬＤＫ,60,,,,平成20年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2020年第3四半期,未改装,,7.079181246047625
26017794,中古マンション等,,26110,京都府,京都市山科区,東野舞台町,椥辻,15,３ＤＫ＋Ｓ,55,,,,昭和62年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第4四半期,未改装,,6.903089986991944
26009641,中古マンション等,,26107,京都府,京都市南区,吉祥院御池町,西大路,8,３ＬＤＫ,60,,,,平成15年,ＲＣ,住宅,住宅,,,,工業地域,60.0,300.0,2018年第4四半期,未改装,,7.380211241711606
26058247,中古マンション等,,26109,京都府,京都市伏見区,板橋学区,丹波橋,6,４ＬＤＫ,85,,,,平成18年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2016年第1四半期,未改装,,7.653212513775344
26011897,中古マンション等,,26108,京都府,京都市右京区,西院久保田町,西京極,10,２ＤＫ,35,,,,昭和51年,ＲＣ,住宅,住宅,,,,工業地域,60.0,300.0,2022年第1四半期,未改装,,6.8512583487190755
26051040,中古マンション等,,26103,京都府,京都市左京区,聖護院東寺領町,神宮丸太町,3,３ＬＤＫ,70,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第3四半期,未改装,,7.623249290397901
26066026,中古マンション等,,26106,京都府,京都市下京区,安寧学区,京都,14,１Ｋ,20,,,,平成25年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第2四半期,未改装,,7.176091259055681
26065945,中古マンション等,,26204,京都府,宇治市,木幡,木幡(ＪＲ),7,３ＬＤＫ,80,,,,平成10年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第1四半期,,,7.301029995663981
26048518,中古マンション等,,26102,京都府,京都市上京区,嘉楽学区,今出川,19,１Ｋ,20,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2012年第4四半期,未改装,,6.7160033436347994
26058170,中古マンション等,,26101,京都府,京都市北区,小山西大野町,北大路,6,１ＤＫ,25,,,,昭和63年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第1四半期,改装済,,6.812913356642856
26060115,中古マンション等,,26110,京都府,京都市山科区,西野離宮町,東野(京都),6,３ＬＤＫ,65,,,,昭和50年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2016年第3四半期,未改装,,6.929418925714293
26035326,中古マンション等,,26102,京都府,京都市上京区,嘉楽学区,今出川,18,２ＬＤＫ,65,,,,,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第3四半期,未改装,,6.973127853599698
26010035,中古マンション等,,26107,京都府,京都市南区,久世上久世町,桂川(京都),2,３ＬＤＫ,60,,,,平成29年,ＲＣ,,その他,,,,準住居地域,60.0,300.0,2020年第1四半期,未改装,,7.57978359661681
26040337,中古マンション等,,26108,京都府,京都市右京区,西京極徳大寺団子田町,西京極,7,２ＬＤＫ,55,,,,平成22年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2014年第4四半期,未改装,,7.414973347970818
26038154,中古マンション等,,26106,京都府,京都市下京区,醒泉学区,五条(京都市営),10,３ＬＤＫ,65,,,,平成15年,ＳＲＣ,住宅,,,,,商業地域,80.0,700.0,2010年第4四半期,未改装,,7.462397997898956
26066844,中古マンション等,,26111,京都府,京都市西京区,上桂前川町,上桂,8,２ＬＤＫ,55,,,,平成7年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2012年第4四半期,未改装,,7.146128035678238
26061250,中古マンション等,,26209,京都府,長岡京市,東神足,長岡京,10,３ＬＤＫ,60,,,,平成7年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第2四半期,未改装,,7.176091259055681
26092119,中古マンション等,,26110,京都府,京都市山科区,四ノ宮岩久保町,四宮,,３ＬＤＫ,60,,,,昭和61年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2005年第3四半期,,,6.954242509439325
26060744,中古マンション等,,26102,京都府,京都市上京区,室町学区,今出川,9,３ＬＤＫ,70,,,,平成14年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第2四半期,未改装,,7.531478917042255
26088181,中古マンション等,,26107,京都府,京都市南区,東九条宇賀辺町,九条(京都),5,２ＤＫ,45,,,,平成5年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2005年第4四半期,未改装,,6.903089986991944
26002917,中古マンション等,,26102,京都府,京都市上京区,室町学区,鞍馬口,2,２ＬＤＫ,70,,,,平成29年,ＲＣ,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2018年第4四半期,未改装,,7.819543935541868
26041424,中古マンション等,,26102,京都府,京都市上京区,小川学区,今出川,8,２ＤＫ,45,,,,昭和63年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第1四半期,未改装,,7.204119982655925
26071831,中古マンション等,,26106,京都府,京都市下京区,格致学区,四条(京都市営),6,３ＬＤＫ,70,,,,平成4年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第3四半期,未改装,,7.230448921378274
