471283,0
471284,1
471285,0
471286,0
471287,0
471288,1
471289,1
471290,1
471291,0
471292,0
471293,1
471294,0
471295,0
471296,0
471297,0
471298,0
471299,0
471300,1
471301,0
471302,0
471303,0
471304,0
471305,0
471306,1
471307,0
471308,1
471309,0
471310,0
471311,0
471312,0
471313,0
471314,0
471315,0
471316,0
471317,0
471318,1
471319,1
471320,1
471321,0
471322,1
471323,0
471324,0
471325,0
471326,1
471327,0
471328,0
471329,0
471330,0
471331,0
471332,0
471333,0
471334,0
471335,0
471336,0
471337,1
471338,0
471339,0
471340,0
471341,0
471342,0
471343,1
471344,0
471345,1
471346,0
471347,1
471348,1
471349,0
471350,0
471351,1
471352,0
471353,0
471354,0
471355,0
471356,0
471357,0
471358,0
471359,0
471360,0
471361,0
471362,0
471363,0
471364,0
471365,0
471366,0
471367,0
471368,0
471369,0
471370,0
471371,0
471372,0
471373,0
471374,0
471375,1
471376,0
471377,0
471378,0
471379,0
471380,0
471381,0
471382,0
471383,0
471384,0
471385,0
471386,1
471387,0
471388,0
471389,1
471390,0
471391,0
471392,1
471393,0
471394,0
471395,0
471396,1
471397,1
471398,0
471399,0
471400,1
471401,0
471402,0
471403,1
471404,0
471405,1
471406,0
471407,0
471408,0
471409,0
471410,0
471411,0
471412,0
471413,1
471414,1
471415,1
471416,1
471417,1
471418,0
471419,0
471420,0
471421,0
471422,0
471423,0
471424,1
471425,0
471426,0
471427,0
471428,0
471429,0
471430,0
471431,0
471432,0
471433,0
471434,1
471435,0
471436,1
471437,1
471438,1
471439,0
471440,0
471441,0
471442,0
471443,0
471444,1
471445,1
471446,0
471447,1
471448,0
471449,1
471450,0
471451,0
471452,0
471453,0
471454,0
471455,1
471456,1
471457,0
471458,0
471459,0
471460,0
471461,0
471462,1
471463,0
471464,0
471465,0
471466,0
471467,0
471468,0
471469,0
471470,0
471471,0
471472,0
471473,0
471474,0
471475,1
471476,1
471477,0
471478,0
471479,0
471480,0
471481,0
471482,0
471483,0
471484,1
471485,0
471486,0
471487,1
471488,1
471489,1
471490,0
471491,1
471492,0
471493,0
471494,0
471495,0
471496,0
471497,0
471498,0
471499,1
471500,0
471501,0
471502,1
471503,0
471504,0
471505,1
471506,1
471507,0
471508,0
471509,0
471510,0
471511,0
471512,1
471513,0
471514,0
471515,0
471516,1
471517,0
471518,0
471519,0
471520,0
471521,0
471522,0
471523,0
471524,0
471525,0
471526,0
471527,0
471528,1
471529,0
471530,0
471531,1
471532,0
471533,0
471534,0
471535,1
471536,0
471537,0
471538,0
471539,0
471540,0
471541,0
471542,0
471543,0
471544,0
471545,1
471546,1
471547,0
471548,0
471549,0
471550,0
471551,0
471552,0
471553,1
471554,0
471555,1
471556,0
471557,0
471558,0
471559,0
471560,1
471561,0
471562,0
471563,0
471564,0
471565,0
471566,0
471567,1
471568,0
471569,1
471570,1
471571,0
471572,0
471573,0
471574,1
471575,0
471576,0
471577,0
471578,0
471579,0
471580,0
471581,0
471582,0
471583,1
471584,0
471585,0
471586,0
471587,0
471588,0
471589,0
471590,0
471591,0
471592,0
471593,0
471594,0
471595,0
471596,0
471597,1
471598,0
471599,0
471600,1
471601,0
471602,0
471603,0
471604,1
471605,0
471606,0
471607,0
471608,0
471609,0
471610,0
471611,0
471612,0
471613,1
471614,1
471615,0
471616,1
471617,1
471618,0
471619,1
471620,0
471621,0
471622,0
471623,1
471624,0
471625,0
471626,0
471627,0
471628,0
471629,0
471630,0
471631,0
471632,0
471633,0
471634,1
471635,0
471636,0
471637,0
471638,0
471639,0
471640,0
471641,0
471642,0
471643,0
471644,0
471645,1
471646,0
471647,0
471648,0
471649,0
471650,0
471651,1
471652,0
471653,0
471654,0
471655,1
471656,0
471657,0
471658,1
471659,0
471660,1
471661,0
471662,1
471663,0
471664,0
471665,1
471666,1
471667,0
471668,1
471669,0
471670,0
471671,1
471672,0
471673,0
471674,0
471675,0
471676,0
471677,0
471678,0
471679,0
471680,1
471681,0
471682,1
471683,1
471684,0
471685,0
471686,0
471687,0
471688,0
471689,0
471690,0
471691,0
471692,1
471693,0
471694,0
471695,0
471696,0
471697,0
471698,0
471699,1
471700,0
471701,0
471702,1
471703,1
471704,0
471705,0
471706,0
471707,0
471708,0
471709,1
471710,0
471711,0
471712,0
471713,0
471714,0
471715,0
471716,0
471717,1
471718,1
471719,0
471720,0
471721,0
471722,0
471723,0
471724,0
471725,0
471726,1
471727,0
471728,0
471729,0
471730,0
471731,0
471732,0
471733,1
471734,0
471735,0
471736,0
471737,0
471738,0
471739,0
471740,0
471741,0
471742,0
471743,0
471744,0
471745,0
471746,0
471747,0
471748,0
471749,0
471750,0
471751,0
471752,1
471753,1
471754,1
471755,0
471756,0
471757,0
471758,0
471759,0
471760,0
471761,1
471762,0
471763,1
471764,0
471765,0
471766,0
471767,0
471768,0
471769,0
471770,0
471771,1
471772,1
471773,0
471774,0
471775,0
471776,0
471777,0
471778,0
471779,1
471780,0
471781,0
471782,0
471783,1
471784,0
471785,0
471786,0
471787,0
471788,1
471789,0
471790,0
471791,0
471792,0
471793,0
471794,0
471795,0
471796,0
471797,0
471798,0
471799,1
471800,0
471801,0
471802,0
471803,1
471804,0
471805,0
471806,0
471807,0
471808,0
471809,0
471810,1
471811,1
471812,1
471813,1
471814,0
471815,0
471816,0
471817,0
471818,1
471819,1
471820,1
471821,0
471822,1
471823,0
471824,0
471825,0
471826,0
471827,0
471828,0
471829,0
471830,0
471831,0
471832,0
471833,0
471834,0
471835,0
471836,0
471837,0
471838,0
471839,0
471840,1
471841,0
471842,0
471843,0
471844,0
471845,1
471846,0
471847,0
471848,0
471849,0
471850,0
471851,0
471852,0
471853,0
471854,0
471855,0
471856,0
471857,1
471858,1
471859,0
471860,1
471861,0
471862,0
471863,1
471864,0
471865,0
471866,0
471867,0
471868,1
471869,0
471870,0
471871,0
471872,0
471873,0
471874,1
471875,1
471876,0
471877,0
471878,1
471879,0
471880,0
471881,0
471882,1
471883,0
471884,0
471885,0
471886,0
471887,0
471888,0
471889,0
471890,1
471891,0
471892,0
471893,0
471894,0
471895,0
471896,0
471897,0
471898,0
471899,1
471900,0
471901,0
471902,0
471903,1
471904,0
471905,0
471906,0
471907,1
471908,1
471909,0
471910,0
471911,0
471912,0
471913,0
471914,0
471915,0
471916,0
471917,0
471918,0
471919,0
471920,0
471921,0
471922,1
471923,0
471924,0
471925,0
471926,0
471927,1
471928,0
471929,0
471930,0
471931,1
471932,0
471933,0
471934,1
471935,1
471936,0
471937,0
471938,1
471939,1
471940,0
471941,0
471942,0
471943,0
471944,0
471945,0
471946,1
471947,0
471948,0
471949,0
471950,1
471951,1
471952,1
471953,0
471954,0
471955,0
471956,0
471957,1
471958,0
471959,0
471960,0
471961,0
471962,0
471963,1
471964,1
471965,0
471966,0
471967,0
